iter	RMSE
486	0.05849367709
487	0.05848848928
488	0.05848521518
489	0.0584822786
490	0.05847827405
491	0.05847460205
492	0.05847147479
493	0.05846962225
494	0.05846615157
495	0.05846355585
496	0.05846100905
497	0.05845929184
498	0.05845448229
499	0.05845277968
500	0.05844967487
501	0.05844666034
502	0.05844488103
503	0.05843954366
504	0.05843515812
505	0.05843242216
506	0.05842836669
507	0.05842613267
508	0.05842467196
509	0.05842124525
510	0.0584177026
511	0.05841389114
512	0.05841227767
513	0.05840729941
514	0.05840386243
515	0.05840091058
516	0.05839883804
517	0.05839701037
518	0.05839345509
519	0.0583911468
520	0.0583888143
521	0.05838697907
522	0.05838442553
523	0.0583817103
524	0.0583798765
525	0.05837673978
526	0.05837558054
527	0.05836934836
528	0.05836398385
529	0.05836141894
530	0.0583592588
531	0.05835511734
532	0.05835255299
533	0.05834968613
534	0.05834643488
535	0.05834274751
536	0.05833896034
537	0.05833597662
538	0.05833261832
539	0.05832585074
540	0.05832007102
541	0.05831482462
542	0.05831277323
543	0.05830961901
544	0.05830832877
545	0.05830552643
546	0.05830331852
547	0.05829972618
548	0.05829696775
549	0.05829565715
550	0.05829187547
551	0.05829046796
552	0.05828840532
553	0.05828580918
554	0.05828374211
555	0.05828159649
556	0.05828011149
557	0.05827713041
558	0.05827421501
559	0.05827189794
560	0.05826871269
561	0.0582650204
562	0.05826373538
563	0.05826131401
564	0.05825794029
565	0.05825599399
566	0.0582534981
567	0.0582503937
568	0.05824894719
569	0.05824708341
570	0.05824475566
571	0.05824109079
572	0.05823850071
573	0.05823629501
574	0.05823448618
575	0.05823178124
576	0.05822959082
577	0.05822729974
578	0.05822516496
579	0.05822267253
580	0.05822115245
581	0.05821897988
582	0.05821559049
583	0.05821128181
584	0.05820929343
585	0.05820735198
586	0.05820619589
587	0.05820237937
588	0.05819865913
589	0.05819689933
590	0.05819415903
591	0.05819029101
592	0.05818789665
593	0.05818456182
594	0.05818276918
595	0.05818011205
596	0.05817190856
597	0.05816874061
598	0.05816704
599	0.05816593028
600	0.0581628475
601	0.05815948504
602	0.0581567116
603	0.05815369624
604	0.05814882344
605	0.05814758837
606	0.05814554021
607	0.05814408355
608	0.05814193047
609	0.05813847155
610	0.05813480261
611	0.05813321661
612	0.05813183111
613	0.05813023109
614	0.05812681543
615	0.0581239716
616	0.0581150399
617	0.05811374319
618	0.05811227834
619	0.05810855053
620	0.05810647114
621	0.05810338428
622	0.05810142292
623	0.05809981828
624	0.05809831276
625	0.05809547723
626	0.05809255133
627	0.05809085402
628	0.05808716787
629	0.05808554924
630	0.05808368194
631	0.05808182792
632	0.05808012663
633	0.05807717207
634	0.05807549269
635	0.05807214145
636	0.05806910461
637	0.05806742556
638	0.05806368656
639	0.05806102423
640	0.05805829382
641	0.05805665851
642	0.05805399004
643	0.05805242325
644	0.05805029413
645	0.05804895579
646	0.05804799987
647	0.0580461809
648	0.05804358195
649	0.05804180296
650	0.05803918449
651	0.05803816646
652	0.05803552614
653	0.05803302502
654	0.05803148358
655	0.05802859974
656	0.05802476859
657	0.05802238687
658	0.05801878263
659	0.05801648936
660	0.05801471119
661	0.05801349929
662	0.05801147775
663	0.05801059964
664	0.05800834741
665	0.05800672218
666	0.05800189777
667	0.05799911413
668	0.05799804014
669	0.05799604706
670	0.05799159431
671	0.05798760627
672	0.05798585803
673	0.05798281845
674	0.05797871796
675	0.05797696282
676	0.05797379887
677	0.05797228365
678	0.05797098187
679	0.05796743801
680	0.05796558996
681	0.05796455447
682	0.05796223738
683	0.05795961115
684	0.05795870623
685	0.05795449934
686	0.05795274968
687	0.05795137806
688	0.05795038182
689	0.05794734283
690	0.05794564706
691	0.05794276018
692	0.0579408881
693	0.0579388356
694	0.05793616068
695	0.05793427426
696	0.05793217086
697	0.05792950439
698	0.05792839886
699	0.05792662157
700	0.05792223231
701	0.0579208425
702	0.05791867476
703	0.05791755004
704	0.05791591759
705	0.05791345717
706	0.05791029925
707	0.05790904795
708	0.05790768556
709	0.05790503032
710	0.05790394974
711	0.05789822377
712	0.0578965313
713	0.05789547585
714	0.05789281749
715	0.05789086677
716	0.05788937772
717	0.05788709915
718	0.05788334336
719	0.05788248455
720	0.05787915461
721	0.05787846152
722	0.0578765309
723	0.05787504783
724	0.05787210994
725	0.05787017225
726	0.05786655042
727	0.05786497494
728	0.05786247433
729	0.05785999446
730	0.05785704943
731	0.05785513692
732	0.05785324719
733	0.05785146312
734	0.05785027392
735	0.05784533058
736	0.05784267808
737	0.05784181744
738	0.05784046477
739	0.05783937
740	0.05783824927
741	0.05783610348
742	0.05783460643
743	0.05783299424
744	0.0578320852
745	0.05783117009
746	0.05782860349
747	0.05782642348
748	0.05782576524
749	0.05782443088
750	0.0578226389
751	0.05782137028
752	0.05781850171
753	0.05781719141
754	0.0578126727
755	0.05781032491
756	0.05780939163
757	0.05780872494
758	0.05780591583
759	0.05780140319
760	0.05779887043
761	0.05779769544
762	0.05779548268
763	0.05779412979
764	0.0577917587
765	0.05779010467
766	0.05778572402
767	0.05778337049
768	0.05778274975
769	0.05778044056
770	0.05777907776
771	0.05777717694
772	0.0577755214
773	0.0577731543
774	0.05777140197
775	0.05776777278
776	0.05776697919
777	0.05776473867
778	0.05775907495
779	0.05775733035
780	0.05775522077
781	0.05775390368
782	0.05775197474
783	0.05775047251
784	0.05774839518
785	0.05774557163
786	0.05774256621
787	0.05774136428
788	0.05774051074
789	0.05773908058
790	0.05773808227
791	0.05773492629
792	0.0577335387
793	0.05773155238
794	0.0577301556
795	0.05772782523
796	0.05772307765
797	0.05772181962
798	0.05771974117
799	0.05771787136
800	0.05771553831
801	0.05771344491
802	0.0577118732
803	0.05770974273
804	0.0577088975
805	0.05770743773
806	0.05770611063
807	0.05770333844
808	0.05770171588
809	0.05770052309
810	0.05769849957
811	0.05769753673
812	0.05769623253
813	0.05769347831
814	0.05769218499
815	0.05768792163
816	0.05768718352
817	0.05768505335
818	0.05768200248
819	0.0576789486
820	0.05767680366
821	0.05767427887
822	0.05767105844
823	0.05767025424
824	0.05766852596
825	0.05766638351
826	0.05766546339
827	0.05766452955
828	0.05766370603
829	0.05766192166
830	0.05766083691
831	0.05765872428
832	0.05765719472
833	0.05765324936
834	0.05765115969
835	0.05764997586
836	0.05764943871
837	0.05764818133
838	0.05764725504
839	0.05764424761
840	0.05764359416
841	0.05764238003
842	0.05763918908
843	0.05763718956
844	0.05763603867
845	0.05763398156
846	0.0576311167
847	0.05763032051
848	0.05762797509
849	0.05762600053
850	0.05762375785
851	0.0576216865
852	0.05761990797
853	0.05761899253
854	0.05761709164
855	0.05761553305
856	0.05761375884
857	0.05761248171
858	0.05760936519
859	0.05760918736
860	0.05760775553
861	0.05760553102
862	0.0576040043
863	0.05760225026
864	0.05760102624
865	0.05759951964
866	0.05759766
867	0.0575951363
868	0.05759421069
869	0.05759361834
870	0.05759248794
871	0.0575915133
872	0.05759060975
873	0.05758816502
874	0.05758537128
875	0.05758343456
876	0.05758059197
877	0.05757956094
878	0.05757817329
879	0.05757625523
880	0.057573803
881	0.05757214047
882	0.05757044759
883	0.05756987154
884	0.05756699648
885	0.05756568851
886	0.05756375628
887	0.05756320796
888	0.05756193482
889	0.05756120858
890	0.05756027492
891	0.05755795157
892	0.05755617715
893	0.05755509848
894	0.05755278032
895	0.05755074381
896	0.05754907772
897	0.05754544213
898	0.05754346688
899	0.05754269457
900	0.05754188156
901	0.05754050881
902	0.05753967183
903	0.05753688167
904	0.05753591287
905	0.05753466134
906	0.05753261958
907	0.05753090365
908	0.05752890003
909	0.05752760373
910	0.05752642872
911	0.05752466998
912	0.05752283405
913	0.0575216292
914	0.05751981671
915	0.05751859867
916	0.05751645625
917	0.05751456508
918	0.0575127164
919	0.05751135406
920	0.05751024545
921	0.05750953563
922	0.05750783965
923	0.05750665338
924	0.0575057783
925	0.05750502448
926	0.0575035683
927	0.05750245973
928	0.05750051713
929	0.05749978666
930	0.05749885881
931	0.05749698952
932	0.057496003
933	0.05749390247
934	0.05749206684
935	0.05749143158
936	0.05748982599
937	0.05748773169
938	0.05748700863
939	0.05748455543
940	0.0574836461
941	0.05748269168
942	0.05748092555
943	0.05747868478
944	0.05747696333
945	0.0574754958
946	0.05747315452
947	0.05747215868
948	0.05747058911
949	0.05746929741
950	0.05746797779
951	0.0574672041
952	0.0574667077
953	0.05746521912
954	0.05746478679
955	0.05746241776
956	0.05746168407
957	0.05746094888
958	0.05745928863
959	0.0574576014
960	0.05745664086
961	0.05745517732
962	0.05745402992
963	0.0574508981
964	0.05744921757
965	0.05744762659
966	0.05744517908
967	0.05744463977
968	0.05744345567
969	0.05744089388
970	0.05743934309
971	0.05743742764
972	0.0574362828
973	0.05743409009
974	0.05743265069
975	0.05743121762
976	0.05742855213
977	0.0574281129
978	0.05742732282
979	0.05742614596
980	0.05742312665
981	0.05742144564
982	0.05742018688
983	0.05741945465
984	0.05741737893
985	0.05741600816
986	0.05741432385
987	0.05741180027
988	0.05741024736
989	0.05740936581
990	0.05740785212
991	0.05740646631
992	0.05740459342
993	0.05740399589
994	0.05740333128
995	0.05740172125
996	0.0573998566
997	0.05739879593
998	0.05739751701
999	0.05739698072
